Make,Model,Registration Year,Mileage,Body Type,Category,Colour,Cylinder Layout,Dekra,Drive,Engine Capacity,Features,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type,Gears,Kilowatts,Maintenance plan,No of Doors,No of Seats,Spare Key,Transmission,Vehicle Service History,Warranty,Price
Mini,Coupe,2015,91000,Coupe,A,Silver,I4,Platinum,F,1598,[],3558,6.3,40,Petrol,6,135,No,2,2,True,Manual,Partial but Up to Date,No,175900
Volkswagen,T5,2013,259500,Bus,B,White,I4,Green,R,1968,[],3376,7.3,80,Diesel,5,75,No,4,8,True,Manual,"Complete, Up To Date",No,165900
BMW,3 Series,2014,108499,Sedan,A,Silver,I4,Gold,R,1997,['Auto stop-start'],3558,5.9,60,Petrol,8,135,No,4,5,True,Automatic,Partial but Up to Date,No,175900
Mitsubishi,Pajero,2014,208000,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,2477,"['CarPlay or Android Auto', 'Reverse camera']",3616,8.5,70,Diesel,5,131,No,5,7,True,Automatic,Partial,No,163000
Toyota,Fortuner,2010,295500,Sports Utility Vehicle (SUV),B,Silver,I4,Green,R,2982,[],3376,8.5,80,Diesel,5,120,No,5,7,True,Manual,Complete but Due,No,165900
BMW,1 Series,2017,189000,Hatchback,B,White,I3,Green,R,1499,[],3340,5.1,52,Petrol,8,100,No,5,5,True,Automatic,No record,No,163900
Jeep,Grand Cherokee,2014,194000,Sports Utility Vehicle (SUV),B,Grey,V6,Green,FR,3604,['Reverse camera'],3340,10.4,94,Petrol,8,209,No,5,5,False,Automatic,Partial,No,175900
Toyota,Fortuner,2010,219000,Sports Utility Vehicle (SUV),B,Grey,I4,Green,R,2982,[],3528,8.7,80,Diesel,4,120,No,5,7,False,Automatic,No record,No,156000
Mitsubishi,Pajero,2013,194000,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,2477,"['CarPlay or Android Auto', 'Reverse camera']",3340,8.5,70,Diesel,5,131,No,5,7,True,Automatic,Partial,No,163900
Hyundai,Accent,2015,61500,Hatchback,A,Silver,I4,Platinum,F,1591,['CarPlay or Android Auto'],3522,6.8,43,Petrol,4,91,No,5,5,True,Automatic,"Complete, Up To Date",No,173900
Toyota,Fortuner,2011,297000,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,2982,[],4110,8.6,80,Diesel,4,120,No,5,7,False,Automatic,Partial,No,156000
Mercedes-Benz,SLK Class,2006,75000,Cabriolet,A,Black,V6,Green,R,3498,[],3522,13.23,70,Petrol,7,200,No,2,2,True,Automatic,Partial,No,173900
Land Rover,Discovery,2012,229000,Sports Utility Vehicle (SUV),B,White,V6,Green,FR,2993,"['CarPlay or Android Auto', 'Reverse camera']",3340,9.1,82,Diesel,6,180,No,5,7,True,Automatic,No record,No,163900
Renault,Duster,2017,80000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1461,['Reverse camera'],3522,5.2,50,Diesel,6,80,No,4,5,True,Manual,Partial but Up to Date,No,173900
Mercedes-Benz,C Class,2015,172000,Sedan,B,White,I4,Green,R,1595,[],3340,5.6,66,Petrol,7,115,No,4,5,False,Automatic,No record,No,163900
Toyota,Fortuner,2010,293000,Sports Utility Vehicle (SUV),B,White,I4,Green,R,2982,[],3340,8.7,80,Diesel,4,120,No,5,7,True,Automatic,"Complete, Up To Date",No,163900
BMW,1 Series,2016,129492,Hatchback,A,White,I4,Green,R,1598,[],4769,5.6,52,Petrol,8,125,No,5,5,False,Automatic,Unverified Service History,No,148000
Ford,Ecosport,2018,99969,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1499,[],3522,4.6,52,Diesel,5,74,No,5,5,False,Manual,"Complete, Up To Date",No,173900
Ford,Kuga,2018,147073,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1498,['CarPlay or Android Auto'],3522,6.2,60,Petrol,6,110,No,5,5,True,Manual,"Complete, Up To Date",No,173900
Renault,Captur,2018,92000,Crossover (SUV),A,Grey,I3,Platinum,F,898,[],3285,4.9,45,Petrol,5,66,No,5,5,True,Manual,Partial but Up to Date,No,160900
Volkswagen,Jetta 6,2016,180000,Sedan,A,Silver,I4,Gold,F,1390,[],3285,5.2,55,Petrol,7,92,No,4,5,True,Automatic,"Complete, Up To Date",No,160900
Audi,A4,2016,150000,Sedan,A,Silver,I4,Green,F,1395,[],3522,5.2,54,Petrol,6,110,No,4,5,False,Manual,Partial,No,173900
Chevrolet,Trailblazer,2013,156000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,R,2776,[],3285,9.5,76,Diesel,6,132,No,5,7,True,Automatic,"Complete, Up To Date",No,160900
Opel,Astra,2015,169000,Hatchback,A,Silver,I4,Green,F,1598,[],3285,6.8,56,Petrol,6,132,No,5,5,True,Manual,"Complete, Up To Date",No,160900
Nissan,X Trail,2017,152565,Sports Utility Vehicle (SUV),A,Grey,I4,Green,F,1598,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",3522,5.1,60,Diesel,6,96,No,5,5,True,Manual,"Complete, Up To Date",No,173900
Ford,Kuga,2015,168000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1497,[],3285,7.0,60,Petrol,6,132,No,5,5,True,Automatic,"Complete, Up To Date",No,160900
BMW,1 Series,2015,158850,Hatchback,A,White,I4,Green,R,1995,[],3522,5.5,52,Petrol,8,130,No,5,5,False,Automatic,Partial,No,185900
Mini,Roadster,2014,79000,Cabriolet,A,Cream,I4,Green,F,1598,[],3285,6.4,40,Petrol,6,135,No,2,2,True,Manual,"Complete, Up To Date",No,160900
Renault,Megane IV,2018,166033,Hatchback,A,Red,I4,Green,F,1618,"['CarPlay or Android Auto', 'Auto stop-start']",3522,6.0,50,Petrol,7,151,No,5,5,False,Automatic,"Complete, Up To Date",No,173900
Ford,Fiesta,2016,72000,Hatchback,A,Blue,I3,Platinum,F,999,[],3322,4.9,42,Petrol,6,74,No,5,5,True,Automatic,"Complete, Up To Date",No,162900
Ford,Ecosport,2016,109767,Sports Utility Vehicle (SUV),A,Grey,I4,Green,F,1499,[],3285,4.6,52,Diesel,5,74,No,5,5,True,Manual,Complete but Due,No,160900
Toyota,RAV 4,2016,220000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1987,[],3522,7.4,60,Petrol,6,107,No,5,5,True,Automatic,No record,No,173900
Ford,Ecosport,2017,47000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,F,1498,[],3322,6.5,52,Petrol,5,82,No,5,5,False,Manual,Partial but Up to Date,No,162900
Ford,Ecosport,2016,125000,Sports Utility Vehicle (SUV),A,Blue,I4,Green,F,1499,[],3285,4.6,52,Diesel,5,74,No,5,5,True,Manual,Partial,No,160900
BMW,3 Series,2013,88000,Sedan,B,White,I4,Green,R,1997,[],3522,5.9,60,Petrol,8,135,No,4,5,False,Automatic,Unverified Service History,No,173900
KIA,Sorento,2010,66000,Sports Utility Vehicle (SUV),A,Silver,V6,Gold,F,3470,[],2957,15.7,70,Petrol,6,206,No,5,5,True,Automatic,Partial but Up to Date,No,160000
KIA,Sorento,2013,190066,Sports Utility Vehicle (SUV),A,Black,I4,Green,FR,2199,[],3322,7.4,70,Diesel,6,147,No,5,7,False,Automatic,"Complete, Up To Date",No,162900
BMW,1 Series,2015,151000,Hatchback,B,Grey,I4,Green,R,1995,['Auto stop-start'],3522,5.5,52,Petrol,8,130,No,5,5,False,Automatic,Partial but Up to Date,2025/05/24,179900
Volkswagen,Polo,2013,102000,Hatchback,A,Silver,I4,Gold,F,1598,[],2441,6.6,45,Petrol,5,77,No,5,5,True,Manual,"Complete, Up To Date",No,160000
Mercedes-Benz,SLK Class,2007,82164,Cabriolet,B,Silver,V6,Green,R,3498,[],3322,13.23,70,Petrol,7,200,No,2,2,True,Automatic,Unverified Service History,No,162900
Mini,Paceman,2014,119000,Hatchback,B,Red,I4,Green,F,1598,[],3445,7.1,47,Petrol,6,135,No,3,5,False,Automatic,Partial but Up to Date,No,160000
Land Rover,Range Rover Evoque,2012,181414,Sports Utility Vehicle (SUV),B,Red,I4,Green,FR,1999,[],3522,8.7,70,Petrol,6,177,No,5,5,True,Automatic,Partial,No,185900
KIA,RIO,2019,78500,Hatchback,A,Red,I4,Green,F,1248,['CarPlay or Android Auto'],3322,5.4,45,Petrol,5,62,No,5,5,False,Manual,"Complete, Up To Date",No,162900
Audi,A4,2017,202207,Sedan,B,Grey,I4,Green,F,1984,[],3522,5.8,54,Petrol,7,140,No,4,5,True,Automatic,No record,No,173900
Haval,H2,2020,105000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1497,"['Reverse camera', 'Auto stop-start']",3322,8.2,57,Petrol,6,105,No,5,5,True,Manual,Complete but Due,No,180900
Toyota,RAV 4,2014,221500,Sports Utility Vehicle (SUV),B,Blue,I4,Green,FR,2494,['Reverse camera'],3522,8.5,60,Petrol,6,132,No,5,5,False,Automatic,No record,No,173900
Nissan,X Trail,2015,147000,Sports Utility Vehicle (SUV),A,Charcoal,I4,Gold,F,1598,[],3143,5.1,60,Diesel,6,96,No,5,5,False,Manual,Complete but Due,No,160000
BMW,3 Series,2013,227000,Sedan,B,White,I6,Green,R,2979,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",3522,7.2,60,Petrol,8,225,No,4,5,True,Automatic,Partial,No,173900
Mercedes-Benz,C Class Sedan,2014,182420,Sedan,A,Silver,V6,Gold,R,3498,[],3322,8.4,66,Petrol,7,185,No,4,5,True,Automatic,Partial,No,172900
Toyota,Fortuner,2010,284700,Sports Utility Vehicle (SUV),B,White,I4,Green,R,2982,[],3522,8.5,80,Diesel,5,120,No,5,7,True,Manual,Partial,No,173900
Volkswagen,Polo Vivo,2019,57000,Hatchback,A,Grey,I4,Green,F,1398,['CarPlay or Android Auto'],3322,5.7,45,Petrol,5,55,No,5,5,True,Manual,Partial,No,162900
Nissan,Qashqai,2017,97369,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1197,[],4125,6.2,65,Petrol,6,85,No,5,5,False,Automatic,Partial but Up to Date,No,155000
Toyota,Fortuner,2011,343000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2982,[],3522,9.8,80,Diesel,4,120,No,5,7,True,Automatic,Partial,No,173900
BMW,X6,2011,179000,Sports Utility Vehicle (SUV),B,Black,I6,Green,FR,2979,[],3322,12.1,85,Petrol,6,225,No,5,5,False,Automatic,Partial,No,162900
Ford,Kuga,2015,132200,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1497,[],3143,7.0,60,Petrol,6,132,No,5,5,True,Automatic,Complete but Due,No,148000
Toyota,Fortuner,2011,284500,Sports Utility Vehicle (SUV),B,White,I4,Green,R,2982,[],3322,8.5,80,Diesel,5,120,No,5,7,False,Manual,Partial,No,162900
Nissan,X Trail,2015,80437,Sports Utility Vehicle (SUV),B,Grey,I4,Green,FR,2488,['Reverse camera'],3641,8.3,60,Petrol,6,126,No,5,5,True,Automatic,"Complete, Up To Date",No,148000
KIA,Picanto,2017,10990,Hatchback,A,Red,I3,Platinum,F,998,['Reverse camera'],2528,4.9,35,Petrol,5,49,No,5,4,True,Manual,Partial but Up to Date,No,162000
Toyota,Etios,2019,29082,Hatchback,A,White,I4,Platinum,F,1496,[],2994,6.0,45,Petrol,5,66,No,5,4,False,Manual,"Complete, Up To Date",No,160000
Volkswagen,Up!,2017,45000,Hatchback,A,White,I3,Green,F,999,[],3285,4.6,35,Petrol,5,55,No,5,5,True,Manual,Complete but Due,No,160900
KIA,Cerato,2016,68000,Coupe,A,White,I4,Green,F,1591,['Reverse camera'],3285,7.2,50,Petrol,6,152,No,2,5,True,Manual,Partial,No,160900
Haval,H2,2018,121000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1497,['Reverse camera'],3467,8.2,57,Petrol,6,105,No,5,5,True,Manual,Partial,No,170900
BMW,X5,2011,175000,Sports Utility Vehicle (SUV),B,White,I6,Green,FR,2993,['Auto stop-start'],3328,7.5,85,Diesel,8,225,No,5,5,True,Automatic,Partial,No,153000
Suzuki,SX4,2015,71539,Sports Utility Vehicle (SUV),A,Brown,I4,Platinum,F,1586,[],3467,5.8,47,Petrol,5,86,No,5,5,True,Manual,Partial but Up to Date,No,170900
Mercedes-Benz,S Class,2010,199000,Sedan,B,Black,V8,Green,R,5461,[],11759,10.5,90,Petrol,7,400,No,4,5,True,Automatic,Partial,No,145000
Ford,Ecosport,2017,97000,Sports Utility Vehicle (SUV),A,Red,I4,Platinum,F,1498,[],3467,6.5,52,Petrol,5,82,No,5,5,True,Manual,Partial but Up to Date,No,170900
Volkswagen,T5,2014,187372,Bus,B,Silver,I4,Green,R,1968,[],3285,7.3,80,Diesel,5,75,No,4,8,True,Manual,No record,No,160900
Hyundai,Creta,2018,103000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,F,1592,[],3467,7.9,55,Petrol,6,90,No,5,5,False,Manual,"Complete, Up To Date",No,183900
Audi,A3,2016,185000,Sedan,B,White,I4,Green,F,1798,['Auto stop-start'],3467,5.6,50,Petrol,7,132,No,4,5,True,Automatic,No record,No,176900
Suzuki,Swift,2020,72044,Hatchback,A,Silver,I4,Platinum,F,1197,"['CarPlay or Android Auto', 'Reverse camera']",3285,4.9,37,Petrol,5,61,No,5,5,False,Manual,Partial but Up to Date,No,160900
Ford,Ecosport,2019,92000,Sports Utility Vehicle (SUV),A,Blue,I4,Platinum,F,1499,[],3285,4.6,52,Diesel,5,74,No,5,5,False,Manual,Partial but Up to Date,No,178900
Subaru,XV,2016,93000,Crossover (SUV),A,Silver,H4,Green,FR,1995,[],3467,7.9,60,Petrol,6,110,No,5,5,False,Automatic,Partial,No,170900
Fiat,500x,2015,96378,Sports Utility Vehicle (SUV),A,White,I4,Platinum,F,1368,['Auto stop-start'],3249,6.0,48,Petrol,6,103,No,5,5,True,Manual,Partial but Up to Date,No,158900
KIA,Picanto,2019,39313,Hatchback,A,Red,I4,Platinum,F,1248,[],3267,5.0,35,Petrol,5,61,No,5,5,True,Manual,"Complete, Up To Date",No,159900
Audi,A1,2014,130000,Hatchback,A,Red,I4,Gold,F,1390,['Auto stop-start'],3249,5.3,45,Petrol,7,90,No,5,5,True,Automatic,Partial but Up to Date,No,158900
Suzuki,S-Presso,2022,21000,Crossover (SUV),A,Silver,I3,Platinum,F,998,"['CarPlay or Android Auto', 'Reverse camera']",3249,4.9,27,Petrol,5,50,No,5,5,True,Manual,"Complete, Up To Date",2025/05/31,158900
Fiat,Tipo,2020,53242,Sedan,A,Grey,I4,Platinum,F,1368,[],3267,5.7,45,Petrol,6,70,No,4,5,True,Manual,Partial but Up to Date,No,159900
BMW,3 Series,2013,99000,Sedan,A,Silver,I4,Gold,R,1997,[],3267,6.1,60,Petrol,6,135,No,4,5,True,Manual,Partial,No,159900
Renault,Kwid,2023,12000,Hatchback,A,White,I3,Platinum,F,999,"['CarPlay or Android Auto', 'Reverse camera']",3249,4.65,28,Petrol,5,50,No,5,5,False,Automatic,"Complete, Up To Date",2028/09/15,158900
Volkswagen,Up!,2019,45000,Hatchback,A,White,I3,Platinum,F,999,[],3467,4.6,35,Petrol,5,55,No,5,5,False,Manual,"Complete, Up To Date",No,170900
Mercedes-Benz,B Class,2014,154000,Multi Purpose Vehicle,A,White,I4,Green,F,1595,[],3267,6.2,54,Petrol,7,90,No,5,5,False,Automatic,Partial,No,159900
Toyota,Yaris,2015,23697,Hatchback,A,Red,I4,Platinum,F,1329,[],3249,5.6,42,Petrol,6,73,No,5,5,False,Manual,"Complete, Up To Date",No,158900
KIA,Sportage,2014,147153,Sports Utility Vehicle (SUV),A,Red,I4,Green,F,1995,['Reverse camera'],3467,6.3,55,Diesel,6,130,No,5,5,True,Automatic,Unverified Service History,No,170900
Mercedes-Benz,B Class,2015,91000,Multi Purpose Vehicle,A,Brown,I4,Green,F,1595,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",3467,5.5,54,Petrol,7,115,No,5,5,True,Automatic,No record,No,170900
Nissan,X Trail,2016,179000,Sports Utility Vehicle (SUV),A,Grey,I4,Green,F,1598,['CarPlay or Android Auto'],3267,5.1,60,Diesel,6,96,No,5,5,False,Manual,Complete but Due,No,159900
Toyota,Fortuner,2010,244500,Sports Utility Vehicle (SUV),B,Gold,I4,Green,R,2982,[],3467,8.7,80,Diesel,4,120,No,5,7,False,Automatic,Partial,No,170900
Suzuki,Swift,2019,60000,Hatchback,A,White,I4,Platinum,F,1197,[],3249,4.9,37,Petrol,5,61,No,5,5,True,Manual,"Complete, Up To Date",2024/05/31,158900
Ford,Ecosport,2020,87000,Sports Utility Vehicle (SUV),B,Grey,I3,Green,F,1496,[],3267,6.4,52,Petrol,5,91,No,5,5,False,Manual,"Complete, Up To Date",No,165900
Land Rover,Discovery,2012,230000,Sports Utility Vehicle (SUV),B,White,V6,Green,FR,2993,['Reverse camera'],3572,9.0,82,Diesel,6,180,No,5,7,True,Automatic,"Complete, Up To Date",No,143000
Jeep,Renegade,2015,89000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1368,[],3267,6.0,48,Petrol,6,103,No,5,5,False,Manual,Partial,No,159900
Toyota,Yaris,2018,59500,Hatchback,A,Silver,I4,Platinum,F,1496,['CarPlay or Android Auto'],3492,5.9,42,Petrol,5,79,No,5,5,False,Manual,"Complete, Up To Date",No,157000
Renault,Clio IV,2019,57000,Hatchback,A,White,I3,Gold,F,898,['Auto stop-start'],3016,5.5,45,Petrol,5,66,No,5,5,True,Manual,Partial,No,170000
Renault,Clio IV,2019,37906,Hatchback,A,Grey,I3,Platinum,F,898,[],3249,5.5,45,Petrol,5,66,No,5,5,True,Manual,"Complete, Up To Date",No,158900
Ford,Kuga,2016,93000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1497,['Auto stop-start'],3267,6.6,60,Petrol,6,110,No,5,5,True,Manual,"Complete, Up To Date",No,159900
Renault,Captur,2018,39480,Crossover (SUV),A,Orange,I3,Platinum,F,898,[],3249,5.4,45,Petrol,5,66,No,5,5,True,Manual,"Complete, Up To Date",No,158900
Hyundai,Tucson,2020,63000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1999,[],5926,8.9,62,Petrol,6,115,No,5,5,False,Manual,Partial,No,154000
Ford,Fiesta,2019,118890,Hatchback,A,White,I3,Green,F,998,[],3267,5.2,42,Petrol,6,74,No,5,5,True,Automatic,Complete but Due,No,177900
Chevrolet,Captiva,2012,28814,Sports Utility Vehicle (SUV),A,White,I4,Gold,F,2384,[],3249,9.1,65,Petrol,6,123,No,5,7,True,Automatic,Partial,No,158900
Suzuki,Baleno,2022,120048,Hatchback,A,White,I4,Green,F,1375,"['CarPlay or Android Auto', 'Reverse camera']",3267,5.1,37,Petrol,5,68,No,5,5,True,Manual,"Complete, Up To Date",No,159900
Volvo,Xc60,2016,173000,Sports Utility Vehicle (SUV),A,Black,I4,Green,F,1969,[],3232,6.7,70,Petrol,8,180,No,5,5,True,Automatic,Partial,No,158000
BMW,3 Series,2018,199000,Sedan,B,White,I4,Green,R,1998,"['Reverse camera', 'Auto stop-start']",5249,5.3,60,Petrol,8,135,No,4,5,False,Automatic,Partial but Up to Date,No,157000
Mercedes-Benz,C Class Sedan,2013,125000,Sedan,A,White,I4,Green,R,2148,[],3267,4.9,66,Diesel,7,100,No,4,5,True,Automatic,Partial,No,159900
Land Rover,Discovery,2012,180283,Sports Utility Vehicle (SUV),B,Silver,V6,Green,FR,2993,"['Reverse camera', 'Auto stop-start']",3231,9.0,82,Diesel,6,180,No,5,7,False,Automatic,No record,No,169900
Nissan,Qashqai,2015,72000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1197,[],3231,6.2,65,Petrol,6,85,No,5,5,False,Automatic,Partial,No,157900
BMW,3 Series,2014,118916,Sedan,A,Grey,I4,Green,R,1598,['Auto stop-start'],2383,5.8,60,Petrol,8,100,No,4,5,True,Automatic,Partial but Up to Date,No,159000
Ford,Kuga,2016,110000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1497,['CarPlay or Android Auto'],3231,6.6,60,Petrol,6,110,No,5,5,True,Manual,"Complete, Up To Date",No,157900
Audi,A6,2014,138000,Sedan,A,Silver,I4,Green,F,1984,"['Reverse camera', 'Auto stop-start']",3878,4.9,70,Diesel,8,132,No,4,5,True,Automatic,"Complete, Up To Date",No,154000
Volkswagen,Touareg,2013,263000,Sports Utility Vehicle (SUV),B,Blue,V6,Gold,FR,2967,[],4623,7.33,100,Diesel,8,180,No,5,5,True,Automatic,"Complete, Up To Date",No,145000
BMW,X3,2013,157000,Sports Utility Vehicle (SUV),A,Gold,I4,Green,FR,1997,[],3237,7.5,67,Petrol,8,135,No,5,5,False,Automatic,Partial but Up to Date,No,147000
Audi,A5,2011,133000,Cabriolet,A,Brown,I4,Green,F,1984,[],3267,7.4,65,Petrol,7,155,No,2,5,True,Automatic,Partial,No,159900
Ford,Ecosport,2018,102920,Sports Utility Vehicle (SUV),A,White,I4,Green,F,1499,['CarPlay or Android Auto'],3503,4.6,52,Diesel,5,74,No,5,5,True,Manual,Partial,No,145000
BMW,X1,2013,140000,Sports Utility Vehicle (SUV),A,Blue,I4,Green,FR,1997,['Reverse camera'],3267,7.0,63,Petrol,8,135,No,5,5,True,Automatic,"Complete, Up To Date",No,159900
Suzuki,Swift,2020,48000,Hatchback,A,White,I4,Gold,F,1197,[],3194,4.9,37,Petrol,5,61,No,5,5,True,Manual,Partial,No,157000
Jeep,Renegade,2015,140000,Sports Utility Vehicle (SUV),A,Yellow,I4,Green,F,1368,[],3267,6.0,48,Petrol,6,103,No,5,5,True,Manual,Partial,No,159900
Audi,Q5,2012,141026,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,1984,[],3231,8.6,75,Petrol,8,155,No,5,5,False,Automatic,Partial but Up to Date,No,169900
Toyota,Yaris,2018,76000,Hatchback,A,Grey,I4,Platinum,F,1496,[],3449,5.9,42,Petrol,5,79,No,5,5,True,Manual,Partial but Up to Date,No,169900
Jeep,Renegade,2015,144000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1368,['CarPlay or Android Auto'],3267,6.0,48,Petrol,6,103,No,5,5,True,Manual,Complete but Due,No,159900
Ford,Kuga,2013,85000,Sports Utility Vehicle (SUV),A,White,I4,Gold,F,1597,[],3231,6.6,60,Petrol,6,110,No,5,5,False,Manual,Partial,No,157900
Toyota,Agya,2021,29084,Hatchback,A,White,I3,Green,F,998,[],3267,4.9,33,Petrol,5,49,No,5,5,True,Automatic,"Complete, Up To Date",No,159900
KIA,Sportage,2012,124000,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,FR,2359,['Reverse camera'],3231,9.2,55,Petrol,6,130,No,5,5,True,Automatic,Partial,No,157900
Chevrolet,Trailblazer,2013,180400,Sports Utility Vehicle (SUV),A,Brown,I4,Gold,FR,2776,"['CarPlay or Android Auto', 'Reverse camera']",3231,8.0,76,Diesel,5,132,No,5,7,False,Manual,Partial but Up to Date,No,157900
Renault,Captur,2018,39268,Crossover (SUV),A,Orange,I3,Green,F,898,['Auto stop-start'],3267,5.4,45,Petrol,5,66,No,5,5,True,Manual,Partial,No,159900
Toyota,Etios,2020,37000,Hatchback,A,White,I4,Green,F,1496,['CarPlay or Android Auto'],3231,6.0,45,Petrol,5,66,No,5,4,True,Manual,"Complete, Up To Date",No,157900
Ford,Ecosport,2017,72545,Sports Utility Vehicle (SUV),A,Blue,I4,Platinum,F,1498,[],3231,6.5,52,Petrol,5,82,No,5,5,True,Manual,Partial but Up to Date,No,167900
Toyota,Starlet,2021,41864,Hatchback,A,White,I4,Green,F,1373,[],3267,5.1,37,Petrol,5,68,No,5,5,False,Manual,"Complete, Up To Date",No,159900
Land Rover,Discovery,2012,270000,Sports Utility Vehicle (SUV),B,Silver,V6,Green,FR,2993,[],3212,9.0,82,Diesel,6,180,No,5,7,True,Automatic,Partial but Up to Date,No,156900
Mercedes-Benz,GLA,2015,162300,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2143,['Reverse camera'],3212,4.8,56,Diesel,7,125,No,5,5,True,Automatic,No record,No,156900
Volkswagen,Tiguan,2015,181000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1968,[],3212,5.3,64,Diesel,6,81,No,4,5,True,Manual,Complete but Due,No,156900
Volkswagen,Polo,2016,116000,Hatchback,A,Blue,I4,Green,F,1197,[],3212,4.9,45,Petrol,5,66,No,5,5,True,Manual,Complete but Due,No,156900
BMW,1 Series,2014,147000,Hatchback,B,Red,I4,Green,R,1995,[],3252,4.4,52,Diesel,8,130,No,5,5,False,Automatic,Partial,No,146000
Opel,Mokka X,2018,79000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1364,[],3212,6.2,52,Petrol,6,103,No,5,5,False,Automatic,Complete but Due,No,174900
Ford,Ecosport,2016,83000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,F,1498,['CarPlay or Android Auto'],3212,6.5,52,Petrol,5,82,No,5,5,True,Manual,Partial but Up to Date,No,156900
Volkswagen,Polo Vivo,2019,66000,Hatchback,A,White,I4,Green,F,1398,[],3212,5.9,45,Petrol,5,63,No,5,5,False,Manual,No record,No,156900
Toyota,Auris,2012,32000,Hatchback,A,White,I4,Gold,F,1330,[],3212,6.9,55,Petrol,6,74,No,5,5,True,Manual,"Complete, Up To Date",No,161900
Ford,Ecosport,2014,34000,Sports Utility Vehicle (SUV),A,Grey,I3,Gold,F,998,[],3212,5.7,52,Petrol,5,92,No,5,5,True,Manual,Complete but Due,No,161900
Volkswagen,Up!,2019,35226,Hatchback,A,Blue,I3,Platinum,F,999,[],3212,4.6,35,Petrol,5,55,No,5,5,True,Manual,"Complete, Up To Date",No,156900
Hyundai,Grand i10,2020,52000,Hatchback,A,Silver,I3,Platinum,F,997,[],3212,5.4,37,Petrol,5,49,No,5,5,False,Manual,"Complete, Up To Date",No,162900
Renault,Sandero,2020,69249,Hatchback,A,Blue,I3,Gold,F,898,['Reverse camera'],3212,5.4,45,Petrol,5,66,No,5,5,True,Manual,Unverified Service History,No,156900
Hyundai,i20,2016,80000,Hatchback,A,Blue,I4,Platinum,F,1368,[],3212,7.5,45,Petrol,4,74,No,5,5,False,Automatic,"Complete, Up To Date",No,156900
Mercedes-Benz,CLA,2015,206000,Sedan,B,Silver,I4,Green,F,1595,[],3194,5.5,50,Petrol,7,115,No,4,5,False,Automatic,No record,No,155900
Mitsubishi,ASX,2017,137101,Sports Utility Vehicle (SUV),A,Silver,I4,Green,F,1998,[],3431,7.6,63,Petrol,6,110,No,5,5,False,Automatic,"Complete, Up To Date",No,168900
Volvo,V40,2016,135000,Hatchback,B,White,I4,Green,F,1969,[],3194,3.4,52,Diesel,6,88,No,5,5,True,Manual,Partial but Up to Date,No,155900
Suzuki,Jimny,2009,30407,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,FR,1328,[],3412,7.2,40,Petrol,5,63,No,3,5,True,Manual,Partial,No,167900
Volvo,Xc60,2016,276848,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1969,[],3194,4.7,70,Diesel,8,140,No,5,5,True,Automatic,"Complete, Up To Date",No,155900
Land Rover,Range Rover Sport,2009,138000,Sports Utility Vehicle (SUV),B,Bronze,V8,Green,FR,3628,['Reverse camera'],3194,11.1,84,Diesel,6,200,No,5,5,True,Automatic,Partial,No,155900
Nissan,X Trail,2017,159000,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,FR,2488,[],3412,8.3,60,Petrol,6,126,No,5,5,False,Automatic,Partial,No,169900
Toyota,Fortuner,2012,294321,Sports Utility Vehicle (SUV),B,Silver,I4,Green,R,2494,[],3194,8.0,80,Diesel,5,106,No,5,7,False,Manual,No record,No,155900
