Make,Model,Registration Year,Mileage,Body Type,Category,Colour,Cylinder Layout,Dekra,Drive,Engine Capacity,Features,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type,Gears,Kilowatts,Maintenance plan,No of Doors,No of Seats,Spare Key,Transmission,Vehicle Service History,Warranty,Price
Renault,Duster,2015,139000,Sports Utility Vehicle (SUV),B,Red,I4,Green,F,1598,[],1630,7.6,50,Petrol,5,75,No,4,5,False,Manual,Partial,No,89900
Jeep,Cherokee,2002,244607,Sports Utility Vehicle (SUV),B,Blue,V6,Green,FR,3700,[],1230,14.6,70,Petrol,4,155,No,5,5,False,Automatic,No record,No,47900
Hyundai,i20,2011,216000,Hatchback,B,Silver,I4,Green,F,1396,[],1630,5.8,45,Petrol,5,74,No,5,5,True,Manual,No record,No,69900
Volkswagen,Polo,2005,252000,Hatchback,B,Silver,I4,Green,F,1896,[],1230,6.17,45,Diesel,5,74,No,3,5,False,Manual,No record,No,47900
Chevrolet,Captiva,2014,223000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,2384,[],1630,8.8,65,Petrol,6,123,No,5,7,False,Manual,No record,No,73900
BMW,3 Series,2010,224372,Sedan,B,Black,I4,Green,R,1995,[],1630,8.0,60,Petrol,6,115,No,4,5,False,Automatic,No record,No,69900
Jeep,Cherokee,2008,238000,Sports Utility Vehicle (SUV),B,Black,V6,Green,FR,3701,[],1630,11.93,78,Petrol,6,150,No,5,5,True,Automatic,No record,No,69900
Chevrolet,Spark,2015,272000,Hatchback,B,Green,I4,Green,F,1206,[],1230,5.4,35,Petrol,5,60,No,5,5,False,Manual,No record,No,50900
Volvo,XC 90,2010,243250,Sports Utility Vehicle (SUV),B,White,I5,Green,FR,2401,[],1630,8.5,68,Diesel,6,136,No,5,7,False,Automatic,Partial,No,69900
Hyundai,Getz,2007,287000,Hatchback,B,White,I4,Green,F,1399,[],1230,5.9,45,Petrol,5,70,No,5,5,False,Manual,No record,No,47900
Opel,Zafira,2007,306000,Multi Purpose Vehicle,B,Silver,I4,Green,F,1796,[],1230,7.7,58,Petrol,5,103,No,5,7,False,Manual,Partial but Up to Date,No,47900
Toyota,Camry,2004,373975,Sedan,B,White,I4,Green,F,2362,[],1230,7.54,70,Petrol,5,112,No,4,5,True,Manual,No record,No,47900
Toyota,Etios,2013,250000,Hatchback,B,White,I4,Green,F,1496,[],1630,6.0,45,Petrol,5,66,No,5,4,False,Manual,Partial,No,69900
Audi,A3,2008,165000,Hatchback,B,Black,I4,Green,F,1984,[],1812,6.9,55,Petrol,6,110,No,5,5,True,Manual,Partial,No,79900
KIA,RIO,2012,182000,Hatchback,B,Silver,I4,Green,F,1396,[],1812,6.4,43,Petrol,6,79,No,5,5,True,Manual,"Complete, Up To Date",No,79900
BMW,5 Series,2005,230000,Sedan,B,Silver,I6,Green,R,2996,[],2572,9.3,70,Petrol,6,190,No,4,5,True,Automatic,No record,No,47000
Toyota,Corolla,2009,190000,Sedan,B,White,I4,Green,F,1330,[],1812,5.0,55,Petrol,6,74,No,4,5,True,Manual,No record,No,79900
Volvo,Xc60,2012,252363,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1999,[],2826,8.5,70,Petrol,6,149,No,5,5,False,Automatic,Unverified Service History,No,47000
Ford,Fiesta,2013,194000,Hatchback,B,White,I3,Green,F,999,[],1812,4.3,42,Petrol,5,92,No,5,5,True,Manual,Partial but Up to Date,No,79900
Toyota,Corolla,2012,196488,Sedan,B,Blue,I4,Green,F,1987,[],1812,7.3,55,Petrol,6,102,No,4,5,True,Manual,Partial but Up to Date,No,79900
Jeep,Cherokee,2005,261750,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2776,[],1433,9.0,70,Diesel,5,110,No,5,5,True,Automatic,Unverified Service History,No,41000
Mercedes-Benz,C Class Sedan,2003,20600,Sedan,B,White,I4,Green,R,1796,[],1212,11.19,62,Petrol,5,120,No,4,5,False,Automatic,No record,No,46900
Ford,Territory,2007,167000,Sports Utility Vehicle (SUV),B,Silver,I6,Green,R,3984,[],1212,12.2,75,Petrol,4,190,No,5,7,False,Automatic,Partial,No,46900
BMW,5 Series,2005,200000,Sedan,B,Black,I6,Green,R,2494,[],1212,11.58,70,Petrol,6,141,No,4,5,False,Automatic,No record,No,46900
Volkswagen,Polo,2007,139564,Hatchback,B,White,I4,Green,F,1390,[],1812,6.9,45,Petrol,5,62,No,5,5,True,Manual,Partial,No,79900
BMW,3 Series,2011,154500,Sedan,B,White,I4,Green,R,1995,[],1812,8.0,60,Petrol,6,115,No,4,5,True,Automatic,No record,No,79900
Toyota,Tazz,2002,187000,Hatchback,B,White,I4,Green,F,1296,[],1176,10.17,60,Petrol,5,55,No,5,4,False,Manual,No record,No,44900
Mercedes-Benz,A Class,2007,236588,Multi Purpose Vehicle,B,Silver,I4,Green,F,1991,[],1299,5.2,54,Diesel,6,80,No,5,5,True,Manual,Partial but Up to Date,No,41000
Ford,Fiesta,2008,240000,Hatchback,B,Red,I4,Green,F,1596,[],1448,10.03,45,Petrol,5,74,No,5,5,False,Manual,No record,No,44000
Fiat,Punto,2014,82000,Hatchback,A,Silver,I4,Green,F,1368,[],1594,5.7,45,Petrol,5,57,No,5,5,False,Manual,Partial,No,67900
Hyundai,Getz,2008,88000,Hatchback,B,Grey,I4,Green,F,1399,[],1594,5.9,45,Petrol,5,70,No,5,5,True,Manual,"Complete, Up To Date",No,67900
BMW,1 Series,2005,184000,Hatchback,B,Blue,I4,Green,R,1995,[],1594,11.56,50,Petrol,5,95,No,5,5,False,Manual,"Complete, Up To Date",No,67900
BMW,1 Series,2012,214000,Hatchback,B,Grey,I4,Green,R,1598,['Auto stop-start'],2008,5.8,52,Petrol,6,125,No,5,5,True,Manual,Partial but Up to Date,No,72000
Volkswagen,Polo Vivo,2012,190000,Hatchback,B,White,I4,Green,F,1398,[],1594,6.2,45,Petrol,5,63,No,5,5,False,Manual,"Complete, Up To Date",No,67900
Ford,Focus,2006,109269,Hatchback,B,Grey,I4,Green,F,1596,[],1415,7.2,55,Petrol,5,77,No,5,5,True,Manual,No record,No,58000
Volkswagen,Polo,2003,281823,Hatchback,B,White,I4,Green,F,1390,[],1248,8.02,45,Petrol,5,60,No,5,5,False,Manual,Partial,No,44000
Fiat,500,2013,104000,Cabriolet,B,White,I4,Green,F,1242,[],1775,5.1,35,Petrol,5,51,No,3,5,False,Manual,Partial,No,62000
KIA,Picanto,2015,160000,Hatchback,B,Silver,I4,Green,F,998,[],1993,4.9,35,Petrol,5,51,No,4,5,True,Manual,"Complete, Up To Date",No,66000
Audi,A4,2014,246000,Sedan,B,Brown,I4,Green,F,1968,['Auto stop-start'],1576,4.6,65,Diesel,6,130,No,4,5,True,Manual,No record,No,66900
Volvo,XC 90,2007,270000,Sports Utility Vehicle (SUV),B,Silver,I5,Green,FR,2401,[],1576,8.5,68,Diesel,6,136,No,5,7,False,Automatic,Partial but Up to Date,No,66900
Dodge,Journey,2012,174000,Sports Utility Vehicle (SUV),B,Red,V6,Green,F,3604,[],1576,10.4,76,Petrol,6,206,No,5,7,True,Automatic,Partial,No,66900
Mercedes-Benz,SLK Class,2005,175000,Cabriolet,B,Silver,I4,Green,R,1795,[],1576,11.85,70,Petrol,5,120,No,2,2,False,Automatic,No record,No,82900
BMW,5 Series,2004,318084,Sedan,B,Black,I6,Green,R,2494,[],1321,11.58,70,Petrol,6,141,No,4,5,True,Automatic,Partial but Up to Date,No,44000
Honda,CR-Z,2012,187090,Coupe,B,Grey,I4,Green,F,1497,['Auto stop-start'],1576,5.0,40,Petrol,6,91,No,3,4,False,Manual,"Complete, Up To Date",No,66900
Ford,Figo,2011,212000,Hatchback,B,Silver,I4,Green,F,1388,[],1176,6.6,45,Petrol,5,62,No,5,5,True,Manual,Partial,No,44900
BMW,3 Series,2010,192000,Sedan,B,White,I4,Green,R,1995,[],1576,8.0,60,Petrol,6,115,No,4,5,False,Automatic,Partial,No,70900
Daihatsu,Terios,2009,281000,Sports Utility Vehicle (SUV),B,Grey,I4,Green,F,1495,[],1176,7.65,50,Petrol,5,77,No,5,5,True,Manual,No record,No,44900
Volkswagen,Polo,2006,270000,Hatchback,B,Silver,I4,Green,F,1896,[],1176,5.2,45,Diesel,6,96,No,3,5,True,Manual,No record,No,47900
BMW,Z4,2005,147795,Cabriolet,B,Grey,I6,Green,R,2495,[],1776,11.2,55,Petrol,5,141,No,2,2,True,Automatic,Partial,No,77900
Volvo,S40,2012,146000,Sedan,B,Blue,I4,Green,F,1999,[],2397,8.1,55,Petrol,6,107,No,4,5,True,Automatic,No record,No,40000
Ford,Ecosport,2014,312478,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1499,[],1576,4.5,52,Diesel,5,66,No,5,5,False,Manual,Partial but Up to Date,No,66900
Audi,A4,2008,149684,Sedan,B,Grey,I4,Green,F,1798,[],1776,7.1,70,Petrol,6,118,No,4,5,True,Manual,Partial,No,85900
Mercedes-Benz,C Class Sedan,2007,318527,Sedan,B,White,I4,Green,R,1796,['CarPlay or Android Auto'],1576,8.1,66,Petrol,5,135,No,4,5,True,Automatic,Partial but Up to Date,No,74900
Mini,Countryman,2011,155000,Hatchback,B,White,I4,Green,F,1598,[],1776,6.5,47,Petrol,6,90,No,5,5,False,Manual,No record,No,77900
Ford,Fiesta,2007,208844,Hatchback,B,Silver,I4,Green,F,1388,[],1281,9.94,45,Petrol,5,60,No,3,5,True,Manual,"Complete, Up To Date",No,40000
Jeep,Compass,2013,155900,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1998,[],1776,7.8,51,Petrol,6,115,No,5,5,True,Automatic,Partial,No,89900
Mitsubishi,Pajero,2004,331000,Sports Utility Vehicle (SUV),B,White,I6,Green,FR,3828,['CarPlay or Android Auto'],1576,17.79,90,Petrol,5,150,No,5,8,True,Automatic,Partial,No,66900
Datsun,GO,2018,86580,Hatchback,A,White,I3,Gold,F,1198,[],1776,5.2,35,Petrol,5,50,No,5,5,True,Manual,Partial,No,77900
Mercedes-Benz,A Class,2008,261000,Multi Purpose Vehicle,B,White,I4,Green,F,1991,[],1157,5.2,54,Diesel,6,80,No,5,5,True,Manual,Partial,No,43900
Mercedes-Benz,C Class Sedan,2007,340000,Sedan,B,White,I4,Green,R,2148,['CarPlay or Android Auto'],1576,7.09,62,Diesel,5,110,No,4,5,False,Automatic,Partial but Up to Date,No,78900
Nissan,Qashqai,2008,213241,Sports Utility Vehicle (SUV),B,Gold,I4,Green,F,1598,[],1576,6.7,65,Petrol,5,81,No,5,5,False,Manual,Partial,No,66900
Chevrolet,Aveo,2013,262650,Sedan,B,Silver,I4,Green,F,1598,[],1157,7.3,45,Petrol,5,77,No,4,5,False,Manual,Partial,No,43900
Nissan,Juke,2012,219328,Crossover (SUV),B,Red,I4,Green,F,1598,[],1776,6.0,46,Petrol,5,86,No,5,5,False,Manual,Partial,No,81900
Chevrolet,Spark,2015,122000,Hatchback,B,White,I4,Green,F,1206,[],1576,5.4,35,Petrol,5,60,No,5,5,True,Manual,Partial,No,66900
Volvo,V60,2012,234000,Station Wagon,B,White,I4,Gold,F,1596,[],2114,6.0,68,Petrol,6,110,No,5,5,True,Manual,"Complete, Up To Date",No,70000
Chevrolet,Spark,2015,79000,Hatchback,A,White,I4,Green,F,1206,[],1776,5.4,35,Petrol,5,60,No,5,5,False,Manual,Partial,No,77900
Toyota,Camry,2006,272705,Sedan,B,Beige,I4,Green,F,2362,[],1157,7.54,70,Petrol,5,112,No,4,5,True,Manual,Partial but Up to Date,No,43900
Fiat,Panda,2008,165000,Multi Purpose Vehicle,B,Blue,I4,Green,F,1368,[],1157,6.5,35,Petrol,5,74,No,5,4,True,Manual,No record,No,52900
Chevrolet,Optra,2012,81857,Sedan,B,White,I4,Green,F,1598,[],1881,11.38,60,Petrol,5,80,No,4,5,False,Manual,Partial,No,59000
Opel,Corsa,2008,191264,Hatchback,B,Silver,I4,Green,F,1364,[],1157,6.2,45,Petrol,5,66,No,5,5,True,Manual,Partial,No,43900
Mercedes-Benz,C Class Coupe,2004,192000,Coupe,B,Black,I4,Green,R,1796,[],1157,10.87,62,Petrol,6,141,No,2,4,False,Manual,Partial,No,43900
Hyundai,Atos,2005,195036,Hatchback,B,Red,I4,Green,F,1086,[],1157,6.2,35,Petrol,5,45,No,5,4,False,Manual,Partial,No,43900
Renault,Megane II,2006,204846,Cabriolet,B,Silver,I4,Green,F,1598,[],1157,6.9,60,Petrol,5,83,No,2,4,True,Manual,Partial,No,43900
Land Rover,Discovery,2006,392976,Sports Utility Vehicle (SUV),B,Grey,V6,Green,FR,2720,[],1739,10.2,82,Diesel,6,140,No,5,7,True,Automatic,"Complete, Up To Date",No,79900
Chevrolet,Sonic,2014,100806,Sedan,B,Silver,I4,Green,F,1598,[],2372,6.4,46,Petrol,5,85,No,4,5,True,Manual,No record,No,75000
Volvo,V50,2005,285000,Station Wagon,B,White,I4,Green,F,1997,[],1190,7.28,55,Diesel,6,100,No,5,5,True,Manual,"Complete, Up To Date",No,38000
Audi,A5,2014,150237,Coupe,B,White,I4,Green,FR,1984,['Auto stop-start'],4023,6.7,64,Petrol,7,165,No,2,5,False,Automatic,No record,No,75000
BMW,3 Series,2013,151365,Sedan,B,Grey,I4,Green,R,1598,"['CarPlay or Android Auto', 'Auto stop-start']",2423,5.8,60,Petrol,8,100,No,4,5,False,Automatic,No record,No,68000
Audi,A3,2010,153000,Cabriolet,B,White,I4,Green,F,1798,[],1863,7.6,55,Petrol,6,118,No,2,4,False,Automatic,No record,No,68000
Toyota,Corolla Quest,2016,442908,Sedan,B,White,I4,Green,F,1598,[],2699,7.1,55,Petrol,6,90,No,4,5,False,Manual,Partial,No,75000
Chevrolet,Spark,2016,92144,Hatchback,A,Silver,I4,Green,F,1206,[],1739,5.4,35,Petrol,5,60,No,5,5,False,Manual,No record,No,75900
KIA,RIO,2015,249000,Sedan,B,Brown,I4,Green,F,1248,[],2154,5.4,43,Petrol,5,65,No,4,5,False,Manual,Partial,No,65000
KIA,RIO,2013,263135,Hatchback,B,Beige,I4,Green,F,1396,[],2212,6.4,43,Petrol,6,79,No,5,5,True,Manual,No record,No,65000
Volkswagen,Polo,2014,263000,Hatchback,B,Red,I4,Green,F,1398,[],2154,6.1,45,Petrol,5,63,No,5,5,False,Manual,Complete but Due,No,75000
Toyota,Yaris,2006,266986,Hatchback,B,Blue,I4,Green,F,1298,[],1641,6.0,42,Petrol,5,64,No,5,5,True,Manual,"Complete, Up To Date",No,57000
BMW,X3,2010,297000,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,1995,[],2092,5.6,67,Diesel,6,110,No,5,5,False,Automatic,Partial,No,75000
Volkswagen,Polo,2005,208000,Sedan,B,Red,I4,Green,F,1896,[],1193,4.9,45,Diesel,5,74,No,4,5,False,Manual,No record,No,38000
Volkswagen,Polo Vivo,2012,181000,Hatchback,B,White,I4,Green,F,1398,[],1888,6.2,45,Petrol,5,55,No,5,5,False,Manual,Partial but Up to Date,No,75000
Mercedes-Benz,C Class Sedan,2011,210000,Sedan,B,Grey,I4,Green,R,2148,[],2248,6.4,66,Diesel,5,125,No,4,5,False,Automatic,Unverified Service History,No,70000
Mercedes-Benz,C Class Coupe,2006,244259,Coupe,B,Blue,V6,Green,R,2496,[],1085,9.3,62,Petrol,7,150,No,2,4,False,Automatic,No record,No,39900
Hyundai,i20,2011,215000,Hatchback,B,White,I4,Green,F,1591,[],1968,5.9,45,Petrol,5,91,No,5,5,True,Manual,Unverified Service History,No,75000
Honda,Ballade,2013,189000,Sedan,B,White,I4,Green,F,1497,[],1903,6.3,42,Petrol,5,88,No,4,5,True,Manual,"Complete, Up To Date",No,61000
Volvo,V70,2004,263720,Station Wagon,B,White,T5,Green,F,1948,[],1085,12.6,70,Petrol,5,132,No,5,5,True,Manual,No record,No,42900
Nissan,Juke,2012,214000,Crossover (SUV),B,Black,I4,Green,F,1618,[],3285,6.9,46,Petrol,6,140,No,5,5,False,Manual,Partial,No,70000
Rover,75,2002,266000,Sedan,B,Gold,V6,Green,F,2497,[],1085,11.47,65,Petrol,5,130,No,4,5,True,Manual,No record,No,39900
BMW,5 Series,2009,209000,Sedan,B,White,I4,Green,R,1995,[],2561,5.1,70,Diesel,6,130,No,4,5,False,Automatic,No record,No,65000
Mercedes-Benz,C Class Sedan,2004,266368,Sedan,B,White,I4,Green,R,1796,[],1085,9.93,62,Petrol,5,105,No,4,5,False,Automatic,Partial but Up to Date,No,39900
Mercedes-Benz,C Class Coupe,2006,267000,Coupe,B,Silver,V6,Green,R,2496,[],1085,9.3,62,Petrol,7,150,No,2,4,False,Automatic,No record,No,39900
Hyundai,i10,2008,119893,Hatchback,A,Blue,I4,Green,F,1248,[],1539,5.6,35,Petrol,5,55,No,5,5,True,Manual,Partial but Up to Date,No,64900
Ford,Territory,2006,273000,Sports Utility Vehicle (SUV),B,Silver,I6,Green,R,3984,[],1085,12.2,75,Petrol,4,190,No,5,7,False,Automatic,No record,No,39900
BMW,3 Series,2011,110000,Sedan,B,White,I4,Green,R,1995,[],1539,7.9,60,Petrol,6,115,No,4,5,False,Manual,Unverified Service History,No,64900
Hyundai,Tucson,2006,275000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1975,[],1085,11.9,58,Petrol,5,104,No,5,5,True,Manual,Partial,No,39900
Honda,Jazz,2007,162000,Hatchback,B,Gold,I4,Green,F,1339,[],1539,6.74,42,Petrol,5,61,No,5,5,False,Manual,No record,No,68900
Peugeot,3008,2012,175000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1997,[],1539,6.6,60,Diesel,5,120,No,5,5,True,Automatic,Partial,No,72900
BMW,1 Series,2007,177000,Hatchback,B,White,I4,Green,R,1596,[],1539,8.49,50,Petrol,5,85,No,5,5,False,Manual,Partial,No,80900
Volkswagen,Polo,2011,184500,Sedan,B,White,I4,Green,F,1398,[],1539,5.9,55,Petrol,5,63,No,4,5,False,Manual,No record,No,64900
Volkswagen,Citi,2003,240000,Hatchback,B,White,I4,Green,F,1423,[],1085,9.74,49,Petrol,5,54,No,5,5,False,Manual,Partial,No,39900
Toyota,Corolla Quest,2015,196000,Sedan,B,Silver,I4,Green,F,1598,[],1539,7.1,55,Petrol,6,90,No,4,5,False,Manual,No record,No,72900
BMW,3 Series,2003,157000,Sedan,B,Black,I4,Green,R,1995,[],1667,8.13,63,Diesel,5,110,No,4,5,True,Automatic,No record,No,71900
Mazda,Mazda 5,2008,197500,Multi Purpose Vehicle,B,Grey,I4,Green,F,1999,[],1539,8.2,60,Petrol,5,107,No,5,7,True,Manual,Partial,No,64900
Hyundai,Atos,2006,140000,Hatchback,A,White,I4,Green,F,1086,[],1157,6.2,35,Petrol,5,45,No,5,4,True,Manual,No record,No,36000
Hyundai,Getz,2007,185000,Hatchback,A,Grey,I4,Gold,F,1399,[],1667,5.9,45,Petrol,5,70,No,5,5,True,Manual,Partial,No,71900
Hyundai,Getz,2010,139962,Hatchback,B,White,I4,Green,F,1399,[],1539,5.9,45,Petrol,5,70,No,5,5,False,Manual,Partial,No,64900
Hyundai,Veloster,2013,242000,Coupe,B,Yellow,I4,Green,F,1591,[],1667,8.4,50,Petrol,6,103,No,4,4,False,Manual,No record,No,71900
Porsche,Cayenne,2004,250000,Sports Utility Vehicle (SUV),B,Silver,V8,Green,FR,4511,[],1667,15.7,100,Petrol,6,331,No,5,5,False,Automatic,Partial,No,71900
Mercedes-Benz,C Class Sedan,2007,298294,Sedan,B,Silver,I4,Green,R,2148,[],1085,7.09,62,Diesel,5,110,No,4,5,False,Automatic,No record,No,39900
Mercedes-Benz,C Class Sedan,2001,315000,Sedan,B,Silver,V6,Green,R,2597,[],1085,12.65,62,Petrol,5,125,No,4,5,False,Automatic,Partial,No,39900
Mercedes-Benz,C Class Coupe,2003,321820,Coupe,B,White,I4,Green,R,1796,[],1085,10.87,62,Petrol,5,141,No,2,4,False,Automatic,Partial,No,42900
Mercedes-Benz,C Class Sedan,2005,354599,Sedan,B,White,I4,Green,R,1796,[],1085,9.93,62,Petrol,5,105,No,4,5,True,Manual,No record,No,39900
Mercedes-Benz,A Class,2006,220000,Multi Purpose Vehicle,B,White,I4,Green,F,1991,['CarPlay or Android Auto'],1539,5.2,54,Diesel,6,80,No,5,5,False,Manual,"Complete, Up To Date",No,64900
Volkswagen,Passat,2008,227000,Sedan,B,Blue,I4,Green,F,1968,[],1539,6.6,70,Diesel,6,103,No,4,5,True,Automatic,Partial,No,64900
Nissan,Qashqai,2011,348000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1598,[],1539,7.1,65,Petrol,5,81,No,5,5,True,Manual,Partial,No,68900
Toyota,Corolla,2011,159000,Sedan,B,Silver,I4,Green,F,1330,[],1539,5.0,55,Petrol,6,74,No,4,5,True,Manual,No record,No,64900
Mercedes-Benz,B Class,2011,166000,Multi Purpose Vehicle,B,Grey,I4,Green,F,1699,[],1928,7.1,54,Petrol,7,85,No,5,5,True,Automatic,Partial,No,56000
Mercedes-Benz,C Class Sedan,2002,158159,Sedan,B,White,I4,Green,R,1796,[],1521,10.57,62,Petrol,5,105,No,4,5,True,Automatic,Partial,No,63900
Ford,Focus,2016,160380,Sedan,B,Silver,I3,Green,F,998,[],2561,5.0,55,Petrol,6,92,No,4,5,True,Manual,Partial but Up to Date,No,66000
Mercedes-Benz,C Class Sedan,2010,197000,Sedan,B,White,I4,Green,R,1796,[],1557,6.7,66,Petrol,6,115,No,4,5,False,Manual,No record,No,66000
Mercedes-Benz,C Class Sedan,2011,200000,Sedan,B,Silver,I4,Green,R,1796,[],2401,6.5,59,Petrol,7,115,No,4,5,True,Automatic,No record,No,71000
BMW,3 Series,2011,202000,Sedan,B,Blue,I4,Green,R,1995,[],1467,8.0,60,Petrol,6,115,No,4,5,False,Automatic,No record,No,60900
Peugeot,308,2009,163000,Hatchback,B,Grey,I4,Green,F,1560,[],1467,4.7,60,Diesel,6,80,No,5,4,True,Manual,Partial,No,60900
Ford,Focus,2011,165000,Sedan,B,Silver,I4,Green,F,1998,[],1467,7.5,55,Petrol,5,107,No,4,5,False,Manual,Partial,No,60900
Mazda,Mazda 3,2013,173000,Sedan,B,White,I4,Green,F,1598,[],1467,6.9,55,Petrol,5,77,No,4,5,False,Manual,Unverified Service History,No,60900
Peugeot,206,2006,170000,Hatchback,B,White,I4,Green,F,1360,[],1132,8.8,52,Petrol,5,55,No,3,5,False,Manual,Partial,No,35000
Audi,A4,2008,174530,Sedan,B,Silver,I4,Green,F,1995,[],1467,5.75,70,Diesel,6,105,No,4,5,False,Automatic,No record,No,60900
Mazda,Mazda 5,2010,144795,Multi Purpose Vehicle,B,White,I4,Green,F,1999,[],1467,8.2,60,Petrol,6,107,No,5,5,True,Manual,Partial,No,107900
Hyundai,i10,2012,134000,Hatchback,A,Grey,I4,Gold,F,1086,[],1467,4.8,35,Petrol,5,50,No,5,5,False,Manual,No record,No,60900
Volkswagen,Polo,2008,218000,Hatchback,B,White,I4,Green,F,1390,[],1467,6.9,45,Petrol,5,62,No,5,5,True,Manual,No record,No,60900
Jeep,Cherokee,2002,217000,Sports Utility Vehicle (SUV),B,Black,V6,Green,FR,3700,[],1259,14.6,70,Petrol,4,155,No,5,5,False,Automatic,No record,No,29000
Volkswagen,Golf 5,2007,244000,Hatchback,B,Silver,I4,Green,F,1896,[],1313,5.6,55,Diesel,6,77,No,5,5,False,Automatic,Complete but Due,No,69000
Hyundai,Getz,2006,205450,Hatchback,B,Blue,I4,Green,F,1341,[],994,7.81,45,Petrol,5,60,No,5,5,False,Manual,No record,No,34900
Ford,Ecosport,2014,226288,Sports Utility Vehicle (SUV),B,Blue,I4,Green,F,1498,[],1612,6.5,52,Petrol,5,82,No,5,5,False,Manual,No record,No,68900
Jeep,Grand Cherokee,2002,216000,Sports Utility Vehicle (SUV),B,Gold,V8,Green,FR,4701,[],994,17.6,78,Petrol,5,164,No,5,5,False,Automatic,No record,No,34900
Honda,CR-V,2012,255400,Sports Utility Vehicle (SUV),B,Brown,I4,Green,FR,2134,[],1467,9.4,58,Petrol,6,122,No,5,5,False,Manual,No record,No,60900
Mercedes-Benz,C Class Coupe,2002,289000,Coupe,B,Silver,I4,Green,R,2295,[],994,11.7,62,Petrol,6,145,No,2,4,True,Manual,Partial,No,34900
Mini,Hatch,2011,176737,Hatchback,B,Red,I4,Green,F,1598,[],1612,5.8,40,Petrol,6,90,No,3,4,False,Manual,Partial but Up to Date,No,72900
Land Rover,Freelander,2011,264204,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,2179,[],1467,7.0,68,Diesel,6,140,No,5,5,False,Automatic,Partial,No,76900
Nissan,X Trail,2014,273000,Sports Utility Vehicle (SUV),B,Black,I4,Green,FR,2488,[],1467,9.1,65,Petrol,6,125,No,5,5,True,Manual,Partial,No,88900
Toyota,Yaris,2010,256969,Sedan,B,Grey,I4,Green,F,1298,[],2084,6.0,42,Petrol,4,63,No,4,5,False,Automatic,No record,No,60000
Opel,Meriva,2012,106000,Multi Purpose Vehicle,B,Blue,I4,Green,F,1364,[],1612,6.7,54,Petrol,6,103,No,5,5,False,Manual,No record,No,68900
Ford,Figo,2013,168286,Hatchback,B,Yellow,I4,Green,F,1388,[],1881,6.6,45,Petrol,5,62,No,5,5,False,Manual,No record,No,56000
Ssangyong,Korando,2013,112292,Sports Utility Vehicle (SUV),B,Grey,I4,Green,F,1998,[],1612,7.5,57,Petrol,6,109,No,5,5,False,Manual,Partial but Up to Date,No,68900
Audi,A3,2010,185000,Hatchback,B,Silver,I4,Green,F,1798,[],1714,6.6,55,Petrol,6,118,No,5,5,False,Manual,Unverified Service History,No,56000
Mercedes-Benz,A Class,2009,195000,Multi Purpose Vehicle,B,Grey,I4,Green,F,1699,[],1673,6.6,54,Petrol,5,85,No,5,5,True,Manual,"Complete, Up To Date",No,56000
Ford,Figo,2011,119760,Hatchback,B,White,I4,Green,F,1388,[],1612,6.6,45,Petrol,5,62,No,5,5,False,Manual,Partial but Up to Date,No,76900
BMW,X5,2003,321662,Sports Utility Vehicle (SUV),B,Black,I6,Green,FR,2979,[],994,14.45,93,Petrol,5,170,No,5,5,False,Automatic,No record,No,34900
Mercedes-Benz,C Class Sedan,2004,359000,Sedan,B,White,I5,Green,R,2685,[],994,8.69,62,Diesel,5,125,No,4,5,False,Automatic,No record,No,40900
Smart,Forfour,2005,235000,Hatchback,B,White,I4,Green,F,1332,[],1520,7.76,47,Petrol,6,70,No,5,4,True,Manual,Partial,No,34000
